1.8860 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
120.2998 	EXP 	fixation: autoDraw = True
121.2999 	EXP 	fixation: autoDraw = False
121.2999 	EXP 	grating: autoDraw = True
121.6002 	EXP 	grating: autoDraw = False
121.8542 	EXP 	New trial (rep=61, index=0): None
121.8559 	DATA 	Keypress: up
121.8665 	EXP 	fixation: autoDraw = False
121.8665 	EXP 	grating: autoDraw = False
121.8665 	EXP 	grating: ori = 0.0
121.8665 	EXP 	fixation: autoDraw = True
122.8665 	EXP 	fixation: autoDraw = False
122.8665 	EXP 	grating: autoDraw = True
123.1665 	EXP 	grating: autoDraw = False
123.5021 	EXP 	New trial (rep=62, index=0): None
123.5030 	DATA 	Keypress: up
123.5161 	EXP 	fixation: autoDraw = False
123.5161 	EXP 	grating: autoDraw = False
123.5161 	EXP 	grating: ori = -2.0
123.5161 	EXP 	fixation: autoDraw = True
124.5160 	EXP 	fixation: autoDraw = False
124.5160 	EXP 	grating: autoDraw = True
124.8161 	EXP 	grating: autoDraw = False
125.0850 	EXP 	New trial (rep=63, index=0): None
125.0860 	DATA 	Keypress: up
125.0993 	EXP 	fixation: autoDraw = False
125.0993 	EXP 	grating: autoDraw = False
125.0993 	EXP 	grating: ori = -3.0
125.0993 	EXP 	fixation: autoDraw = True
126.0993 	EXP 	fixation: autoDraw = False
126.0993 	EXP 	grating: autoDraw = True
126.3992 	EXP 	grating: autoDraw = False
126.6369 	EXP 	New trial (rep=64, index=0): None
126.6385 	DATA 	Keypress: up
126.6491 	EXP 	fixation: autoDraw = False
126.6491 	EXP 	grating: autoDraw = False
126.6491 	EXP 	grating: ori = 3.0
126.6491 	EXP 	fixation: autoDraw = True
127.6493 	EXP 	fixation: autoDraw = False
127.6493 	EXP 	grating: autoDraw = True
127.9492 	EXP 	grating: autoDraw = False
128.2035 	EXP 	New trial (rep=65, index=0): None
128.2051 	DATA 	Keypress: up
128.2158 	EXP 	fixation: autoDraw = False
128.2158 	EXP 	grating: autoDraw = False
128.2158 	EXP 	grating: ori = 0.0
128.2158 	EXP 	fixation: autoDraw = True
129.2157 	EXP 	fixation: autoDraw = False
129.2157 	EXP 	grating: autoDraw = True
129.5156 	EXP 	grating: autoDraw = False
129.6020 	EXP 	New trial (rep=66, index=0): None
129.6034 	DATA 	Keypress: up
129.6155 	EXP 	fixation: autoDraw = False
129.6155 	EXP 	grating: autoDraw = False
129.6155 	EXP 	grating: ori = 3.0
129.6155 	EXP 	fixation: autoDraw = True
130.6154 	EXP 	fixation: autoDraw = False
130.6154 	EXP 	grating: autoDraw = True
130.9153 	EXP 	grating: autoDraw = False
131.3526 	EXP 	New trial (rep=67, index=0): None
131.3546 	DATA 	Keypress: down
131.3654 	EXP 	fixation: autoDraw = False
131.3654 	EXP 	grating: autoDraw = False
131.3654 	EXP 	grating: ori = 0.0
131.3654 	EXP 	fixation: autoDraw = True
132.3650 	EXP 	fixation: autoDraw = False
132.3650 	EXP 	grating: autoDraw = True
132.6650 	EXP 	grating: autoDraw = False
132.8859 	EXP 	New trial (rep=68, index=0): None
132.8876 	DATA 	Keypress: up
132.8983 	EXP 	fixation: autoDraw = False
132.8983 	EXP 	grating: autoDraw = False
132.8983 	EXP 	grating: ori = 0.0
132.8983 	EXP 	fixation: autoDraw = True
133.8982 	EXP 	fixation: autoDraw = False
133.8982 	EXP 	grating: autoDraw = True
134.1982 	EXP 	grating: autoDraw = False
134.4710 	EXP 	New trial (rep=69, index=0): None
134.4728 	DATA 	Keypress: up
134.4818 	EXP 	fixation: autoDraw = False
134.4818 	EXP 	grating: autoDraw = False
134.4818 	EXP 	grating: ori = -5.0
134.4818 	EXP 	fixation: autoDraw = True
135.4816 	EXP 	fixation: autoDraw = False
135.4816 	EXP 	grating: autoDraw = True
135.7815 	EXP 	grating: autoDraw = False
136.0693 	EXP 	New trial (rep=70, index=0): None
136.0712 	DATA 	Keypress: up
136.0813 	EXP 	fixation: autoDraw = False
136.0813 	EXP 	grating: autoDraw = False
136.0813 	EXP 	grating: ori = 0.0
136.0813 	EXP 	fixation: autoDraw = True
137.0812 	EXP 	fixation: autoDraw = False
137.0812 	EXP 	grating: autoDraw = True
137.3813 	EXP 	grating: autoDraw = False
137.7015 	EXP 	New trial (rep=71, index=0): None
137.7035 	DATA 	Keypress: up
137.7146 	EXP 	fixation: autoDraw = False
137.7146 	EXP 	grating: autoDraw = False
137.7146 	EXP 	grating: ori = -1.0
137.7146 	EXP 	fixation: autoDraw = True
138.7144 	EXP 	fixation: autoDraw = False
138.7144 	EXP 	grating: autoDraw = True
139.0144 	EXP 	grating: autoDraw = False
139.4521 	EXP 	New trial (rep=72, index=0): None
139.4535 	DATA 	Keypress: up
139.4643 	EXP 	fixation: autoDraw = False
139.4643 	EXP 	grating: autoDraw = False
139.4643 	EXP 	grating: ori = 0.0
139.4643 	EXP 	fixation: autoDraw = True
140.4640 	EXP 	fixation: autoDraw = False
140.4640 	EXP 	grating: autoDraw = True
140.7640 	EXP 	grating: autoDraw = False
141.3494 	EXP 	New trial (rep=73, index=0): None
141.3504 	DATA 	Keypress: down
141.3637 	EXP 	fixation: autoDraw = False
141.3637 	EXP 	grating: autoDraw = False
141.3637 	EXP 	grating: ori = 0.0
141.3637 	EXP 	fixation: autoDraw = True
142.3636 	EXP 	fixation: autoDraw = False
142.3636 	EXP 	grating: autoDraw = True
142.6637 	EXP 	grating: autoDraw = False
143.1508 	EXP 	New trial (rep=74, index=0): None
143.1518 	DATA 	Keypress: down
143.1637 	EXP 	fixation: autoDraw = False
143.1637 	EXP 	grating: autoDraw = False
143.1637 	EXP 	grating: ori = 1.0
143.1637 	EXP 	fixation: autoDraw = True
144.1639 	EXP 	fixation: autoDraw = False
144.1639 	EXP 	grating: autoDraw = True
144.4636 	EXP 	grating: autoDraw = False
145.9995 	EXP 	New trial (rep=75, index=0): None
146.0006 	DATA 	Keypress: down
146.0131 	EXP 	fixation: autoDraw = False
146.0131 	EXP 	grating: autoDraw = False
146.0131 	EXP 	grating: ori = 4.0
146.0131 	EXP 	fixation: autoDraw = True
147.0134 	EXP 	fixation: autoDraw = False
147.0134 	EXP 	grating: autoDraw = True
147.3133 	EXP 	grating: autoDraw = False
147.8002 	EXP 	New trial (rep=76, index=0): None
147.8016 	DATA 	Keypress: down
147.8132 	EXP 	fixation: autoDraw = False
147.8132 	EXP 	grating: autoDraw = False
147.8132 	EXP 	grating: ori = 0.0
147.8132 	EXP 	fixation: autoDraw = True
148.8131 	EXP 	fixation: autoDraw = False
148.8131 	EXP 	grating: autoDraw = True
149.1129 	EXP 	grating: autoDraw = False
152.0844 	EXP 	New trial (rep=77, index=0): None
152.0859 	DATA 	Keypress: down
152.0959 	EXP 	fixation: autoDraw = False
152.0959 	EXP 	grating: autoDraw = False
152.0959 	EXP 	grating: ori = 2.0
152.0959 	EXP 	fixation: autoDraw = True
153.0959 	EXP 	fixation: autoDraw = False
153.0959 	EXP 	grating: autoDraw = True
153.3960 	EXP 	grating: autoDraw = False
153.8170 	EXP 	New trial (rep=78, index=0): None
153.8185 	DATA 	Keypress: up
153.8290 	EXP 	fixation: autoDraw = False
153.8290 	EXP 	grating: autoDraw = False
153.8290 	EXP 	grating: ori = -3.0
153.8290 	EXP 	fixation: autoDraw = True
154.8292 	EXP 	fixation: autoDraw = False
154.8292 	EXP 	grating: autoDraw = True
155.1291 	EXP 	grating: autoDraw = False
155.7666 	EXP 	New trial (rep=79, index=0): None
155.7685 	DATA 	Keypress: down
155.7790 	EXP 	fixation: autoDraw = False
155.7790 	EXP 	grating: autoDraw = False
155.7790 	EXP 	grating: ori = 0.0
155.7790 	EXP 	fixation: autoDraw = True
156.7789 	EXP 	fixation: autoDraw = False
156.7789 	EXP 	grating: autoDraw = True
157.0786 	EXP 	grating: autoDraw = False
169.6295 	EXP 	New trial (rep=80, index=0): None
169.6305 	DATA 	Keypress: up
169.6436 	EXP 	fixation: autoDraw = False
169.6436 	EXP 	grating: autoDraw = False
169.6436 	EXP 	grating: ori = -4.0
169.6436 	EXP 	fixation: autoDraw = True
170.6435 	EXP 	fixation: autoDraw = False
170.6435 	EXP 	grating: autoDraw = True
170.9438 	EXP 	grating: autoDraw = False
172.0466 	EXP 	New trial (rep=81, index=0): None
172.0476 	DATA 	Keypress: down
172.0597 	EXP 	fixation: autoDraw = False
172.0597 	EXP 	grating: autoDraw = False
172.0597 	EXP 	grating: ori = 1.0
172.0597 	EXP 	fixation: autoDraw = True
173.0601 	EXP 	fixation: autoDraw = False
173.0601 	EXP 	grating: autoDraw = True
173.3599 	EXP 	grating: autoDraw = False
174.1956 	EXP 	New trial (rep=82, index=0): None
174.1966 	DATA 	Keypress: up
174.2095 	EXP 	fixation: autoDraw = False
174.2095 	EXP 	grating: autoDraw = False
174.2095 	EXP 	grating: ori = 0.0
174.2095 	EXP 	fixation: autoDraw = True
175.2097 	EXP 	fixation: autoDraw = False
175.2097 	EXP 	grating: autoDraw = True
175.5095 	EXP 	grating: autoDraw = False
176.1287 	EXP 	New trial (rep=83, index=0): None
176.1297 	DATA 	Keypress: up
176.1425 	EXP 	fixation: autoDraw = False
176.1425 	EXP 	grating: autoDraw = False
176.1425 	EXP 	grating: ori = 0.0
176.1425 	EXP 	fixation: autoDraw = True
177.1425 	EXP 	fixation: autoDraw = False
177.1425 	EXP 	grating: autoDraw = True
177.4424 	EXP 	grating: autoDraw = False
177.6286 	EXP 	New trial (rep=84, index=0): None
177.6296 	DATA 	Keypress: up
177.6424 	EXP 	fixation: autoDraw = False
177.6424 	EXP 	grating: autoDraw = False
177.6424 	EXP 	grating: ori = -3.0
177.6424 	EXP 	fixation: autoDraw = True
178.6425 	EXP 	fixation: autoDraw = False
178.6425 	EXP 	grating: autoDraw = True
178.9423 	EXP 	grating: autoDraw = False
179.4439 	EXP 	New trial (rep=85, index=0): None
179.4448 	DATA 	Keypress: up
179.4588 	EXP 	fixation: autoDraw = False
179.4588 	EXP 	grating: autoDraw = False
179.4588 	EXP 	grating: ori = 3.0
179.4588 	EXP 	fixation: autoDraw = True
180.4588 	EXP 	fixation: autoDraw = False
180.4588 	EXP 	grating: autoDraw = True
180.7587 	EXP 	grating: autoDraw = False
182.7443 	EXP 	New trial (rep=86, index=0): None
182.7453 	DATA 	Keypress: up
182.7587 	EXP 	fixation: autoDraw = False
182.7587 	EXP 	grating: autoDraw = False
182.7587 	EXP 	grating: ori = 2.0
182.7587 	EXP 	fixation: autoDraw = True
183.7585 	EXP 	fixation: autoDraw = False
183.7585 	EXP 	grating: autoDraw = True
184.0583 	EXP 	grating: autoDraw = False
184.3112 	EXP 	New trial (rep=87, index=0): None
184.3122 	DATA 	Keypress: up
184.3249 	EXP 	fixation: autoDraw = False
184.3249 	EXP 	grating: autoDraw = False
184.3249 	EXP 	grating: ori = 0.0
184.3249 	EXP 	fixation: autoDraw = True
185.3082 	EXP 	grating: autoDraw = True
185.3251 	EXP 	fixation: autoDraw = False
185.6083 	EXP 	grating: autoDraw = False
185.6771 	EXP 	New trial (rep=88, index=0): None
185.6781 	DATA 	Keypress: up
185.6914 	EXP 	fixation: autoDraw = False
185.6914 	EXP 	grating: autoDraw = False
185.6914 	EXP 	grating: ori = 0.0
185.6914 	EXP 	fixation: autoDraw = True
186.6914 	EXP 	fixation: autoDraw = False
186.6914 	EXP 	grating: autoDraw = True
186.9914 	EXP 	grating: autoDraw = False
187.0612 	EXP 	New trial (rep=89, index=0): None
187.0622 	DATA 	Keypress: up
187.0747 	EXP 	fixation: autoDraw = False
187.0747 	EXP 	grating: autoDraw = False
187.0747 	EXP 	grating: ori = 0.0
187.0747 	EXP 	fixation: autoDraw = True
188.0744 	EXP 	fixation: autoDraw = False
188.0744 	EXP 	grating: autoDraw = True
188.3747 	EXP 	grating: autoDraw = False
188.5601 	EXP 	New trial (rep=90, index=0): None
188.5611 	DATA 	Keypress: up
188.5745 	EXP 	fixation: autoDraw = False
188.5745 	EXP 	grating: autoDraw = False
188.5745 	EXP 	grating: ori = 0.0
188.5745 	EXP 	fixation: autoDraw = True
189.5745 	EXP 	fixation: autoDraw = False
189.5745 	EXP 	grating: autoDraw = True
189.8742 	EXP 	grating: autoDraw = False
190.0767 	EXP 	New trial (rep=91, index=0): None
190.0777 	DATA 	Keypress: up
190.0910 	EXP 	fixation: autoDraw = False
190.0910 	EXP 	grating: autoDraw = False
190.0910 	EXP 	grating: ori = -1.0
190.0910 	EXP 	fixation: autoDraw = True
191.0908 	EXP 	fixation: autoDraw = False
191.0908 	EXP 	grating: autoDraw = True
191.3909 	EXP 	grating: autoDraw = False
191.6265 	EXP 	New trial (rep=92, index=0): None
191.6275 	DATA 	Keypress: up
191.6408 	EXP 	fixation: autoDraw = False
191.6408 	EXP 	grating: autoDraw = False
191.6408 	EXP 	grating: ori = 3.0
191.6408 	EXP 	fixation: autoDraw = True
192.6408 	EXP 	fixation: autoDraw = False
192.6408 	EXP 	grating: autoDraw = True
192.9406 	EXP 	grating: autoDraw = False
193.0609 	EXP 	New trial (rep=93, index=0): None
193.0628 	DATA 	Keypress: up
193.0740 	EXP 	fixation: autoDraw = False
193.0740 	EXP 	grating: autoDraw = False
193.0740 	EXP 	grating: ori = 0.0
193.0740 	EXP 	fixation: autoDraw = True
194.0739 	EXP 	fixation: autoDraw = False
194.0739 	EXP 	grating: autoDraw = True
194.3737 	EXP 	grating: autoDraw = False
194.6262 	EXP 	New trial (rep=94, index=0): None
194.6273 	DATA 	Keypress: up
194.6404 	EXP 	fixation: autoDraw = False
194.6404 	EXP 	grating: autoDraw = False
194.6404 	EXP 	grating: ori = 0.0
194.6404 	EXP 	fixation: autoDraw = True
195.6403 	EXP 	fixation: autoDraw = False
195.6403 	EXP 	grating: autoDraw = True
195.9400 	EXP 	grating: autoDraw = False
196.2091 	EXP 	New trial (rep=95, index=0): None
196.2101 	DATA 	Keypress: up
196.2237 	EXP 	fixation: autoDraw = False
196.2237 	EXP 	grating: autoDraw = False
196.2237 	EXP 	grating: ori = 0.0
196.2237 	EXP 	fixation: autoDraw = True
197.2232 	EXP 	fixation: autoDraw = False
197.2232 	EXP 	grating: autoDraw = True
197.5233 	EXP 	grating: autoDraw = False
197.9926 	EXP 	New trial (rep=96, index=0): None
197.9936 	DATA 	Keypress: up
198.0066 	EXP 	fixation: autoDraw = False
198.0066 	EXP 	grating: autoDraw = False
198.0066 	EXP 	grating: ori = 0.0
198.0066 	EXP 	fixation: autoDraw = True
199.0066 	EXP 	fixation: autoDraw = False
199.0066 	EXP 	grating: autoDraw = True
199.3065 	EXP 	grating: autoDraw = False
199.4921 	EXP 	New trial (rep=97, index=0): None
199.4931 	DATA 	Keypress: up
199.5063 	EXP 	fixation: autoDraw = False
199.5063 	EXP 	grating: autoDraw = False
199.5063 	EXP 	grating: ori = 0.0
199.5063 	EXP 	fixation: autoDraw = True
200.5064 	EXP 	fixation: autoDraw = False
200.5064 	EXP 	grating: autoDraw = True
200.8061 	EXP 	grating: autoDraw = False
201.0254 	EXP 	New trial (rep=98, index=0): None
201.0265 	DATA 	Keypress: up
201.0395 	EXP 	fixation: autoDraw = False
201.0395 	EXP 	grating: autoDraw = False
201.0395 	EXP 	grating: ori = 2.0
201.0395 	EXP 	fixation: autoDraw = True
202.0393 	EXP 	fixation: autoDraw = False
202.0393 	EXP 	grating: autoDraw = True
202.3395 	EXP 	grating: autoDraw = False
202.5750 	EXP 	New trial (rep=99, index=0): None
202.5760 	DATA 	Keypress: up
202.5893 	EXP 	fixation: autoDraw = False
202.5893 	EXP 	grating: autoDraw = False
202.5893 	EXP 	grating: ori = 1.0
202.5893 	EXP 	fixation: autoDraw = True
203.5891 	EXP 	fixation: autoDraw = False
203.5891 	EXP 	grating: autoDraw = True
203.8889 	EXP 	grating: autoDraw = False
204.0920 	DATA 	Keypress: up
204.1057 	EXP 	fixation: autoDraw = False
204.1057 	EXP 	grating: autoDraw = False
204.3250 	EXP 	window1: mouseVisible = True
